"USPS","GEOID","NAME","ALAND_SQMI","AWATER_SQMI"
"VA","51081","Greensville County",295.233,1.578
"VA","51083","Halifax County",817.73,11.787
"VA","51085","Hanover County",468.567,5.239
"VA","51087","Henrico County",233.703,11.185
"VA","51089","Henry County",382.346,2.039
"VA","51091","Highland County",415.156,0.697
"VA","51093","Isle of Wight County",315.625,47.203
"VA","51095","James City County",142.468,36.785
"VA","51097","King and Queen County",315.17,11.148
"VA","51099","King George County",179.638,8.12
"VA","51101","King William County",273.941,11.694
"VA","51103","Lancaster County",133.307,98.113
"VA","51105","Lee County",435.519,1.891
"VA","51107","Loudoun County",515.756,5.579
"VA","51109","Louisa County",496.301,14.571
"VA","51111","Lunenburg County",431.687,0.693
"VA","51113","Madison County",320.683,1.191
"VA","51115","Mathews County",85.929,166.033
"VA","51117","Mecklenburg County",625.47,53.761
"VA","51119","Middlesex County",130.312,80.447
"VA","51121","Montgomery County",386.513,2.242
"VA","51125","Nelson County",470.853,3.449
"VA","51127","New Kent County",209.735,13.736
"VA","51131","Northampton County",211.692,583.564
"VA","51133","Northumberland County",191.27,94.329
"VA","51135","Nottoway County",314.39,1.659
"VA","51137","Orange County",340.78,2.483
"VA","51139","Page County",310.82,3.255
"VA","51141","Patrick County",482.959,2.758
"VA","51143","Pittsylvania County",968.855,9.209
"VA","51145","Powhatan County",260.241,2.106
"VA","51147","Prince Edward County",349.957,3.877
"VA","51149","Prince George County",265.159,16.674
"VA","51153","Prince William County",336.418,12.055
"VA","51155","Pulaski County",319.862,9.731
"VA","51157","Rappahannock County",266.365,0.797
"VA","51159","Richmond County",191.495,24.862
"VA","51161","Roanoke County",250.586,0.693
"VA","51163","Rockbridge County",597.565,3.415
"VA","51165","Rockingham County",849.149,4.294
"VA","51167","Russell County",473.822,2.932
"VA","51169","Scott County",535.527,3.112
"VA","51171","Shenandoah County",508.263,3.425
"VA","51173","Smyth County",450.93,1.359
"VA","51175","Southampton County",599.119,3.185
"VA","51177","Spotsylvania County",401.494,12.759
"VA","51179","Stafford County",269.053,10.875
"VA","51181","Surry County",278.949,31.358
"VA","51183","Sussex County",490.22,2.608
"VA","51185","Tazewell County",518.847,1.125
"VA","51187","Warren County",213.763,3.303
"VA","51191","Washington County",560.975,5.019
"VA","51193","Westmoreland County",229.374,23.592
"VA","51195","Wise County",403.191,2.038
"VA","51197","Wythe County",461.819,2.823
"VA","51199","York County",104.657,110.185
"VA","51510","Alexandria city",15.049,0.435
"VA","51520","Bristol city",13.029,0.124
"VA","51530","Buena Vista city",6.699,0.086
"VA","51540","Charlottesville city",10.238,0.02
"VA","51550","Chesapeake city",338.51,12.436
"VA","51570","Colonial Heights city",7.522,0.292
"VA","51580","Covington city",5.468,0.202
"VA","51590","Danville city",42.91,0.979
"VA","51595","Emporia city",6.9,0.064
"VA","51600","Fairfax city",6.24,0.035
"VA","51610","Falls Church city",2.051,0
"VA","51620","Franklin city",8.222,0.143
"VA","51630","Fredericksburg city",10.441,0.069
"VA","51640","Galax city",8.304,0.04
"VA","51650","Hampton city",51.471,84.785
"VA","51660","Harrisonburg city",17.332,0.058
"VA","51670","Hopewell city",10.292,0.511
"VA","51678","Lexington city",2.497,0.026
"VA","51680","Lynchburg city",49.128,0.519
"VA","51683","Manassas city",9.882,0.052
"VA","51685","Manassas Park city",2.539,0
"VA","51690","Martinsville city",10.956,0.052
"VA","51700","Newport News city",69.082,50.541
"VA","51710","Norfolk city",53.277,43.127
"VA","51720","Norton city",7.481,0.034
"VA","51730","Petersburg city",22.946,0.237
"VA","51735","Poquoson city",15.386,63.108
"VA","51740","Portsmouth city",33.3,13.382
"VA","51750","Radford city",9.871,0.335
"VA","51760","Richmond city",59.823,2.656
"VA","51770","Roanoke city",42.526,0.341
"VA","51775","Salem city",14.44,0.102
"VA","51790","Staunton city",19.964,0.059
"VA","51800","Suffolk city",399.153,29.753
"VA","51810","Virginia Beach city",244.72,252.779
"VA","51820","Waynesboro city",15.03,0.158
"VA","51830","Williamsburg city",8.918,0.161
"VA","51840","Winchester city",9.235,0.021
"WA","53001","Adams County",1924.975,4.826
"WA","53003","Asotin County",636.082,4.354
"WA","53005","Benton County",1699.806,59.895
"WA","53007","Chelan County",2921.178,73.225
"WA","53009","Clallam County",1738.677,932.003
"WA","53011","Clark County",628.422,27.177
"WA","53013","Columbia County",868.585,4.85
"WA","53015","Cowlitz County",1140.437,25.994
"WA","53017","Douglas County",1819.263,29.527
"WA","53019","Ferry County",2203.238,54.168
"WA","53021","Franklin County",1241.596,23.363
"WA","53023","Garfield County",710.835,7.45
"WA","53025","Grant County",2679.497,111.95
"WA","53027","Grays Harbor County",1901.3,322.306
"WA","53029","Island County",208.349,308.975
"WA","53031","Jefferson County",1803.789,384.108
"WA","53033","King County",2115.592,191.869
"WA","53035","Kitsap County",395.129,170.705
"WA","53037","Kittitas County",2297.301,35.688
"WA","53039","Klickitat County",1871.636,32.792
"WA","53041","Lewis County",2402.807,33.538
"WA","53043","Lincoln County",2310.535,29.123
"WA","53045","Mason County",959.389,91.654
"WA","53047","Okanogan County",5266.148,46.539
"WA","53049","Pacific County",932.775,293.763
"WA","53051","Pend Oreille County",1400.25,25.247
"WA","53053","Pierce County",1668.498,136.948
"WA","53055","San Juan County",173.911,446.886
"WA","53057","Skagit County",1730.139,186.896
"WA","53059","Skamania County",1658.261,28.319
"WA","53061","Snohomish County",2086.574,109.178
"WA","53063","Spokane County",1763.938,16.724
"WA","53065","Stevens County",2477.391,62.938
"WA","53067","Thurston County",722.456,51.635
"WA","53069","Wahkiakum County",262.919,23.779
"WA","53071","Walla Walla County",1270.032,28.933
"WA","53073","Whatcom County",2107.884,396.984
"WA","53075","Whitman County",2159.249,18.642
"WA","53077","Yakima County",4294.521,15.895
"WV","54001","Barbour County",341.059,1.791
"WV","54003","Berkeley County",321.147,0.41
"WV","54005","Boone County",501.534,1.663
"WV","54007","Braxton County",510.812,5.461
"WV","54009","Brooke County",89.203,3.365
"WV","54011","Cabell County",281.02,6.997
"WV","54013","Calhoun County",279.249,1.43
"WV","54015","Clay County",341.939,1.877
"WV","54017","Doddridge County",319.72,0.756
"WV","54019","Fayette County",661.584,6.764
"WV","54021","Gilmer County",338.503,1.576
"WV","54023","Grant County",477.373,2.913
"WV","54025","Greenbrier County",1019.653,4.856
"WV","54027","Hampshire County",640.395,4.217
"WV","54029","Hancock County",82.609,5.359
"WV","54031","Hardy County",582.317,2.169
"WV","54033","Harrison County",416.008,0.51
"WV","54035","Jackson County",464.357,7.273
"WV","54037","Jefferson County",209.656,2.014
"WV","54039","Kanawha County",901.632,9.288
"WV","54041","Lewis County",386.902,2.745
"WV","54043","Lincoln County",437.039,1.553
"WV","54045","Logan County",453.751,1.865
"WV","54047","McDowell County",533.457,1.441
"WV","54049","Marion County",308.744,2.775
"WV","54051","Marshall County",305.431,6.723
"WV","54053","Mason County",430.748,13.967
"WV","54055","Mercer County",418.966,1.711
"WV","54057","Mineral County",327.868,1.353
"WV","54059","Mingo County",423.135,0.846
"WV","54061","Monongalia County",360.068,5.812
"WV","54063","Monroe County",472.752,0.888
"WV","54065","Morgan County",229.073,0.541
"WV","54067","Nicholas County",646.835,7.571
"WV","54069","Ohio County",105.83,3.195
"WV","54071","Pendleton County",696.046,2.099
"WV","54073","Pleasants County",130.103,4.444
"WV","54075","Pocahontas County",940.283,1.536
"WV","54077","Preston County",648.809,2.58
"WV","54079","Putnam County",345.678,4.721
"WV","54081","Raleigh County",605.356,3.991
"WV","54083","Randolph County",1039.7,0.258
"WV","54085","Ritchie County",451.99,1.709
"WV","54087","Roane County",483.563,0.156
"WV","54089","Summers County",360.581,7.146
"WV","54091","Taylor County",172.771,2.908
"WV","54093","Tucker County",418.957,2.135
"WV","54095","Tyler County",256.294,4.403
"WV","54097","Upshur County",354.638,0.117
"WV","54099","Wayne County",505.988,6.124
"WV","54101","Webster County",553.469,2.76
"WV","54103","Wetzel County",358.064,3.266
"WV","54105","Wirt County",232.511,2.255
"WV","54107","Wood County",366.26,10.506
"WV","54109","Wyoming County",499.453,2.366
"WI","55001","Adams County",645.617,41.866
"WI","55003","Ashland County",1045.037,1247.341
"WI","55005","Barron County",862.747,27.016
"WI","55007","Bayfield County",1477.867,563.817
"WI","55009","Brown County",529.744,85.986
"WI","55011","Buffalo County",671.636,37.958
"WI","55013","Burnett County",821.57,58.661
"WI","55015","Calumet County",318.236,78.841
"WI","55017","Chippewa County",1008.352,32.908
"WI","55019","Clark County",1209.7,8.972
"WI","55021","Columbia County",765.543,30.439
"WI","55023","Crawford County",570.66,28.55
"WI","55025","Dane County",1196.432,41.057
"WI","55027","Dodge County",875.674,31.43
"WI","55029","Door County",481.963,1888.273
"WI","55031","Douglas County",1304.143,175.534
"WI","55033","Dunn County",850.154,13.745
"WI","55035","Eau Claire County",637.922,7.277
"WI","55037","Florence County",488.123,9.31
"WI","55039","Fond du Lac County",719.555,46.287
"WI","55041","Forest County",1014.244,32.276
"WI","55043","Grant County",1146.866,36.508
"WI","55045","Green County",584.043,0.508
"WI","55047","Green Lake County",349.33,30.794
"WI","55049","Iowa County",762.699,5.355
"WI","55051","Iron County",758.187,160.976
"WI","55053","Jackson County",987.737,12.736
"WI","55055","Jefferson County",556.462,26.292
"WI","55057","Juneau County",767.044,38.118
"WI","55059","Kenosha County",272.016,482.01
"WI","55061","Kewaunee County",342.423,741.863
"WI","55063","La Crosse County",451.751,28.245
"WI","55065","Lafayette County",633.588,0.98
"WI","55067","Langlade County",870.649,17.144
"WI","55069","Lincoln County",878.812,27.979
"WI","55071","Manitowoc County",589.357,904.719
"WI","55073","Marathon County",1545.003,31.331
"WI","55075","Marinette County",1399.369,150.629
"WI","55077","Marquette County",455.708,8.758
"WI","55078","Menominee County",357.608,7.351
"WI","55079","Milwaukee County",241.624,947.91
"WI","55081","Monroe County",900.908,7.177
"WI","55083","Oconto County",997.207,151.64
"WI","55085","Oneida County",1113.937,122.634
"WI","55087","Outagamie County",637.558,7.05
"WI","55089","Ozaukee County",233.058,883.136
"WI","55091","Pepin County",231.991,16.712
"WI","55093","Pierce County",573.749,18.127
"WI","55095","Polk County",914.066,42.342
"WI","55097","Portage County",800.815,21.984
"WI","55099","Price County",1253.99,24.042
"WI","55101","Racine County",332.537,459.609
"WI","55103","Richland County",586.15,3.148
"WI","55105","Rock County",718.142,7.991
"WI","55107","Rusk County",913.553,17.303
"WI","55109","St. Croix County",722.481,13.202
"WI","55111","Sauk County",831.531,17.654
"WI","55113","Sawyer County",1257.307,92.931
"WI","55115","Shawano County",893.2,16.2
"WI","55117","Sheboygan County",511.277,759.964
"WI","55119","Taylor County",975.031,9.531
"WI","55121","Trempealeau County",733.004,9.024
"WI","55123","Vernon County",791.559,24.825
"WI","55125","Vilas County",857.703,160.013
"WI","55127","Walworth County",555.256,21.331
"WI","55129","Washburn County",797.113,56.204
"WI","55131","Washington County",430.647,5.019
"WI","55133","Waukesha County",549.681,30.834
"WI","55135","Waupaca County",747.697,17.477
"WI","55137","Waushara County",626.168,11.226
"WI","55139","Winnebago County",434.487,144.084
"WI","55141","Wood County",792.944,16.329
"WY","56001","Albany County",4274.327,34.425
"WY","56003","Big Horn County",3136.491,21.787
"WY","56005","Campbell County",4802.323,3.993
"WY","56007","Carbon County",7897.565,66.411
"WY","56009","Converse County",4254.873,10.187
"WY","56011","Crook County",2854.48,10.883
"WY","56013","Fremont County",9183.839,81.902
"WY","56015","Goshen County",2225.377,6.788
"WY","56017","Hot Springs County",2004.098,2.303
"WY","56019","Johnson County",4154.154,20.443
"WY","56021","Laramie County",2685.914,1.65
"WY","56023","Lincoln County",4076.214,19.285
"WY","56025","Natrona County",5340.5,35.161
"WY","56027","Niobrara County",2626.028,1.919
"WY","56029","Park County",6939.808,25.346
"WY","56031","Platte County",2084.187,26.655
"WY","56033","Sheridan County",2523.361,3.084
"WY","56035","Sublette County",4886.482,49.172
"WY","56037","Sweetwater County",10426.727,64.436
"WY","56039","Teton County",3995.938,220.418
"WY","56041","Uinta County",2081.829,6.311
"WY","56043","Washakie County",2238.551,4.152
"WY","56045","Weston County",2398.091,1.931
"PR","72001","Adjuntas Municipio",66.69,0.406
"PR","72003","Aguada Municipio",30.851,14.69
"PR","72005","Aguadilla Municipio",36.531,39.047
"PR","72007","Aguas Buenas Municipio",30.085,0.011
"PR","72009","Aibonito Municipio",31.311,0.028
"PR","72011","Añasco Municipio",39.285,5.64
"PR","72013","Arecibo Municipio",125.945,45.247
"PR","72015","Arroyo Municipio",15.008,20.641
"PR","72017","Barceloneta Municipio",18.693,12.223
"PR","72019","Barranquitas Municipio",34.253,0.03
"PR","72021","Bayamón Municipio",44.331,0.184
"PR","72023","Cabo Rojo Municipio",70.372,107.039
"PR","72025","Caguas Municipio",58.604,0.464
"PR","72027","Camuy Municipio",46.355,15.61
"PR","72029","Canóvanas Municipio",32.868,0.141
"PR","72031","Carolina Municipio",45.356,14.968
"PR","72033","Cataño Municipio",4.884,2.162
"PR","72035","Cayey Municipio",51.935,0.026
"PR","72037","Ceiba Municipio",29.036,129.799
"PR","72039","Ciales Municipio",66.529,0.177
"PR","72041","Cidra Municipio",36.021,0.434
"PR","72043","Coamo Municipio",78.013,0.015
"PR","72045","Comerío Municipio",28.401,0.123
"PR","72047","Corozal Municipio",42.573,0.006
"PR","72049","Culebra Municipio",11.627,157.205
"PR","72051","Dorado Municipio",23.089,30.622
"PR","72053","Fajardo Municipio",29.903,75.426
"PR","72054","Florida Municipio",15.209,0.013
"PR","72055","Guánica Municipio",37.05,42.415
"PR","72057","Guayama Municipio",64.992,41.826
"PR","72059","Guayanilla Municipio",42.271,21.974
"PR","72061","Guaynabo Municipio",27.585,0.181
"PR","72063","Gurabo Municipio",27.888,0.425
"PR","72065","Hatillo Municipio",41.781,16.979
"PR","72067","Hormigueros Municipio",11.346,0
"PR","72069","Humacao Municipio",44.761,26.636
"PR","72071","Isabela Municipio",55.305,36.546
"PR","72073","Jayuya Municipio",44.533,0.001
"PR","72075","Juana Díaz Municipio",60.277,46.845
"PR","72077","Juncos Municipio",26.489,0.127
"PR","72079","Lajas Municipio",59.958,41.175
"PR","72081","Lares Municipio",61.45,0.187
"PR","72083","Las Marías Municipio",46.36,0.145
"PR","72085","Las Piedras Municipio",33.88,0.013
"PR","72087","Loíza Municipio",19.339,46.264
"PR","72089","Luquillo Municipio",25.811,20.718
"PR","72091","Manatí Municipio",45.128,25.558
"PR","72093","Maricao Municipio",36.622,0.005
"PR","72095","Maunabo Municipio",21.066,17.201
"PR","72097","Mayagüez Municipio",77.674,196.412
"PR","72099","Moca Municipio",50.341,0.022
"PR","72101","Morovis Municipio",38.871,0.054
"PR","72103","Naguabo Municipio",51.66,20.599
"PR","72105","Naranjito Municipio",27.401,0.347
"PR","72107","Orocovis Municipio",63.62,0.156
"PR","72109","Patillas Municipio",46.699,28.6
"PR","72111","Peñuelas Municipio",44.617,23.247
"PR","72113","Ponce Municipio",114.797,78.809
"PR","72115","Quebradillas Municipio",22.683,11.67
"PR","72117","Rincón Municipio",14.288,40.125
"PR","72119","Río Grande Municipio",60.621,28.91
"PR","72121","Sabana Grande Municipio",36.313,0.01
"PR","72123","Salinas Municipio",69.368,44.753
"PR","72125","San Germán Municipio",54.496,0.011
"PR","72127","San Juan Municipio",47.846,29.107
"PR","72129","San Lorenzo Municipio",53.108,0.099
"PR","72131","San Sebastián Municipio",70.423,0.796
"PR","72133","Santa Isabel Municipio",34.033,42.912
"PR","72135","Toa Alta Municipio",27.017,0.543
"PR","72137","Toa Baja Municipio",23.242,18.564
"PR","72139","Trujillo Alto Municipio",20.767,0.615
"PR","72141","Utuado Municipio",113.532,1.537
"PR","72143","Vega Alta Municipio",27.728,9.772
"PR","72145","Vega Baja Municipio",45.856,22.319
"PR","72147","Vieques Municipio",50.783,213.208
"PR","72149","Villalba Municipio",35.637,1.399
"PR","72151","Yabucoa Municipio",55.215,28.028
"PR","72153","Yauco Municipio",67.711,0.628
