"USPS","GEOID","NAME","ALAND_SQMI","AWATER_SQMI"
"IL","17177","Stephenson County",564.549,0.535
"IL","17179","Tazewell County",646.886,11.051
"IL","17181","Union County",413.46,8.688
"IL","17183","Vermilion County",898.368,2.909
"IL","17185","Wabash County",223.254,4.252
"IL","17187","Warren County",542.405,0.646
"IL","17189","Washington County",562.573,1.334
"IL","17191","Wayne County",713.814,1.672
"IL","17193","White County",494.767,7.095
"IL","17195","Whiteside County",684.25,12.277
"IL","17197","Will County",836.935,12.294
"IL","17199","Williamson County",420.175,24.177
"IL","17201","Winnebago County",513.399,5.833
"IL","17203","Woodford County",527.811,14.831
"IN","18001","Adams County",339.028,0.938
"IN","18003","Allen County",657.321,2.703
"IN","18005","Bartholomew County",406.894,2.631
"IN","18007","Benton County",406.418,0.091
"IN","18009","Blackford County",165.08,0.503
"IN","18011","Boone County",422.912,0.339
"IN","18013","Brown County",311.987,4.643
"IN","18015","Carroll County",372.228,2.791
"IN","18017","Cass County",412.155,2.693
"IN","18019","Clark County",372.83,3.569
"IN","18021","Clay County",357.573,2.748
"IN","18023","Clinton County",405.067,0.178
"IN","18025","Crawford County",305.639,3.079
"IN","18027","Daviess County",429.489,7.385
"IN","18029","Dearborn County",305.034,2.381
"IN","18031","Decatur County",372.568,0.755
"IN","18033","DeKalb County",362.833,1.026
"IN","18035","Delaware County",392.128,3.781
"IN","18037","Dubois County",427.27,8.064
"IN","18039","Elkhart County",463.174,4.797
"IN","18041","Fayette County",215.021,0.141
"IN","18043","Floyd County",147.988,1.021
"IN","18045","Fountain County",395.666,2.214
"IN","18047","Franklin County",384.431,6.619
"IN","18049","Fulton County",368.387,2.878
"IN","18051","Gibson County",487.495,11.67
"IN","18053","Grant County",414.076,0.824
"IN","18055","Greene County",542.509,3.408
"IN","18057","Hamilton County",394.297,8.14
"IN","18059","Hancock County",306.017,1.008
"IN","18061","Harrison County",484.516,2.005
"IN","18063","Hendricks County",406.893,1.885
"IN","18065","Henry County",391.876,2.956
"IN","18067","Howard County",292.997,0.924
"IN","18069","Huntington County",382.648,5.072
"IN","18071","Jackson County",509.315,4.599
"IN","18073","Jasper County",559.629,1.761
"IN","18075","Jay County",383.905,0.177
"IN","18077","Jefferson County",360.632,2.257
"IN","18079","Jennings County",376.59,1.755
"IN","18081","Johnson County",320.43,1.361
"IN","18083","Knox County",516.029,8.016
"IN","18085","Kosciusko County",531.421,22.972
"IN","18087","LaGrange County",379.63,7.073
"IN","18089","Lake County",498.89,127.762
"IN","18091","LaPorte County",598.327,14.933
"IN","18093","Lawrence County",449.179,2.75
"IN","18095","Madison County",451.916,0.988
"IN","18097","Marion County",396.377,6.633
"IN","18099","Marshall County",443.629,6.114
"IN","18101","Martin County",335.761,4.646
"IN","18103","Miami County",373.842,3.546
"IN","18105","Monroe County",394.524,16.797
"IN","18107","Montgomery County",504.618,0.828
"IN","18109","Morgan County",403.988,5.44
"IN","18111","Newton County",401.755,1.679
"IN","18113","Noble County",410.841,6.592
"IN","18115","Ohio County",86.14,1.294
"IN","18117","Orange County",398.387,9.805
"IN","18119","Owen County",385.3,2.526
"IN","18121","Parke County",444.692,5.283
"IN","18123","Perry County",381.727,4.563
"IN","18125","Pike County",334.243,6.851
"IN","18127","Porter County",418.063,103.741
"IN","18129","Posey County",409.572,9.753
"IN","18131","Pulaski County",433.649,0.885
"IN","18133","Putnam County",480.537,2.157
"IN","18135","Randolph County",452.379,0.934
"IN","18137","Ripley County",446.426,1.636
"IN","18139","Rush County",408.124,0.337
"IN","18141","St. Joseph County",457.883,3.502
"IN","18143","Scott County",190.397,2.351
"IN","18145","Shelby County",411.16,1.597
"IN","18147","Spencer County",396.793,4.633
"IN","18149","Starke County",309.136,3.07
"IN","18151","Steuben County",308.776,13.691
"IN","18153","Sullivan County",447.129,6.987
"IN","18155","Switzerland County",220.661,2.778
"IN","18157","Tippecanoe County",499.803,3.44
"IN","18159","Tipton County",260.541,0.026
"IN","18161","Union County",161.224,3.953
"IN","18163","Vanderburgh County",233.68,2.956
"IN","18165","Vermillion County",256.878,3.052
"IN","18167","Vigo County",403.474,6.976
"IN","18169","Wabash County",412.437,8.539
"IN","18171","Warren County",364.681,1.724
"IN","18173","Warrick County",384.814,6.238
"IN","18175","Washington County",513.725,2.873
"IN","18177","Wayne County",401.743,2.599
"IN","18179","Wells County",368.087,2.161
"IN","18181","White County",505.126,3.553
"IN","18183","Whitley County",335.569,2.345
"IA","19001","Adair County",569.271,1.003
"IA","19003","Adams County",423.439,2.067
"IA","19005","Allamakee County",639.082,19.689
"IA","19007","Appanoose County",497.293,18.951
"IA","19009","Audubon County",442.961,0.445
"IA","19011","Benton County",716.265,2.224
"IA","19013","Black Hawk County",565.782,6.897
"IA","19015","Boone County",571.572,2.069
"IA","19017","Bremer County",435.479,3.925
"IA","19019","Buchanan County",571.02,2.096
"IA","19021","Buena Vista County",574.902,5.325
"IA","19023","Butler County",580.132,1.625
"IA","19025","Calhoun County",569.846,2.268
"IA","19027","Carroll County",569.437,0.828
"IA","19029","Cass County",564.269,0.679
"IA","19031","Cedar County",579.435,2.466
"IA","19033","Cerro Gordo County",568.297,6.822
"IA","19035","Cherokee County",576.906,0.163
"IA","19037","Chickasaw County",504.38,1.278
"IA","19039","Clarke County",431.167,0.589
"IA","19041","Clay County",567.238,5.354
"IA","19043","Clayton County",778.499,14.165
"IA","19045","Clinton County",694.919,15.257
"IA","19047","Crawford County",714.19,0.847
"IA","19049","Dallas County",588.402,3.296
"IA","19051","Davis County",502.188,2.666
"IA","19053","Decatur County",531.882,1.599
"IA","19055","Delaware County",577.756,1.19
"IA","19057","Des Moines County",416.108,13.643
"IA","19059","Dickinson County",380.606,23.356
"IA","19061","Dubuque County",608.299,8.162
"IA","19063","Emmet County",395.882,6.64
"IA","19065","Fayette County",730.83,0.51
"IA","19067","Floyd County",500.632,0.75
"IA","19069","Franklin County",581.972,0.552
"IA","19071","Fremont County",511.125,5.514
"IA","19073","Greene County",569.572,1.643
"IA","19075","Grundy County",501.855,0.036
"IA","19077","Guthrie County",590.62,2.454
"IA","19079","Hamilton County",576.75,0.759
"IA","19081","Hancock County",571.005,2.033
"IA","19083","Hardin County",569.311,0.685
"IA","19085","Harrison County",696.84,4.795
"IA","19087","Henry County",434.325,2.232
"IA","19089","Howard County",473.248,0.358
"IA","19091","Humboldt County",434.364,1.304
"IA","19093","Ida County",431.508,0.543
"IA","19095","Iowa County",586.457,1.037
"IA","19097","Jackson County",636.039,13.568
"IA","19099","Jasper County",730.418,2.535
"IA","19101","Jefferson County",435.515,1.36
"IA","19103","Johnson County",614.034,9.116
"IA","19105","Jones County",575.621,1.383
"IA","19107","Keokuk County",579.179,0.745
"IA","19109","Kossuth County",972.731,1.593
"IA","19111","Lee County",517.523,21.348
"IA","19113","Linn County",716.899,7.606
"IA","19115","Louisa County",401.771,15.747
"IA","19117","Lucas County",430.603,3.804
"IA","19119","Lyon County",587.65,0.129
"IA","19121","Madison County",561.006,1.152
"IA","19123","Mahaska County",570.863,2.535
"IA","19125","Marion County",554.491,16.018
"IA","19127","Marshall County",572.503,0.696
"IA","19129","Mills County",437.435,3.207
"IA","19131","Mitchell County",469.133,0.432
"IA","19133","Monona County",694.072,4.862
"IA","19135","Monroe County",433.715,0.588
"IA","19137","Montgomery County",424.097,0.931
"IA","19139","Muscatine County",437.445,11.684
"IA","19141","O'Brien County",573.035,0.173
"IA","19143","Osceola County",398.687,0.709
"IA","19145","Page County",534.944,0.525
"IA","19147","Palo Alto County",563.86,5.574
"IA","19149","Plymouth County",862.828,0.84
"IA","19151","Pocahontas County",577.241,1.416
"IA","19153","Polk County",573.685,17.85
"IA","19155","Pottawattamie County",950.562,8.58
"IA","19157","Poweshiek County",584.918,1.15
"IA","19159","Ringgold County",535.501,3.365
"IA","19161","Sac County",575.022,3.309
"IA","19163","Scott County",458.089,10.122
"IA","19165","Shelby County",590.779,0.574
"IA","19167","Sioux County",767.865,1.128
"IA","19169","Story County",572.68,0.969
"IA","19171","Tama County",721.012,1.069
"IA","19173","Taylor County",531.902,2.754
"IA","19175","Union County",423.645,2.153
"IA","19177","Van Buren County",484.789,5.73
"IA","19179","Wapello County",431.84,4.181
"IA","19181","Warren County",569.83,3.52
"IA","19183","Washington County",568.853,2.067
"IA","19185","Wayne County",525.462,1.679
"IA","19187","Webster County",715.619,2.81
"IA","19189","Winnebago County",400.489,1.229
"IA","19191","Winneshiek County",689.854,0.27
"IA","19193","Woodbury County",872.896,4.94
"IA","19195","Worth County",400.123,1.818
"IA","19197","Wright County",580.422,1.816
"KS","20001","Allen County",500.303,5.022
"KS","20003","Anderson County",579.646,4.087
"KS","20005","Atchison County",431.172,2.648
"KS","20007","Barber County",1134.079,2.086
"KS","20009","Barton County",895.401,5.234
"KS","20011","Bourbon County",635.471,3.621
"KS","20013","Brown County",570.872,1.234
"KS","20015","Butler County",1429.867,16.66
"KS","20017","Chase County",773.057,4.667
"KS","20019","Chautauqua County",638.881,5.886
"KS","20021","Cherokee County",587.568,3.455
"KS","20023","Cheyenne County",1019.89,1.057
"KS","20025","Clark County",974.632,2.55
"KS","20027","Clay County",645.303,10.299
"KS","20029","Cloud County",715.342,2.649
"KS","20031","Coffey County",626.887,27.206
"KS","20033","Comanche County",788.298,1.392
"KS","20035","Cowley County",1125.742,6.685
"KS","20037","Crawford County",589.757,5.255
"KS","20039","Decatur County",893.517,0.63
"KS","20041","Dickinson County",847.067,4.878
"KS","20043","Doniphan County",393.405,4.871
"KS","20045","Douglas County",455.872,18.764
"KS","20047","Edwards County",621.894,0.08
"KS","20049","Elk County",644.264,6.201
"KS","20051","Ellis County",899.912,0.462
"KS","20053","Ellsworth County",715.845,7.44
"KS","20055","Finney County",1301.962,0.693
"KS","20057","Ford County",1098.271,0.81
"KS","20059","Franklin County",571.763,5.374
"KS","20061","Geary County",384.621,19.866
"KS","20063","Gove County",1071.665,0.095
"KS","20065","Graham County",898.527,0.231
"KS","20067","Grant County",574.8,0.345
"KS","20069","Gray County",868.867,0.43
"KS","20071","Greeley County",778.404,0
"KS","20073","Greenwood County",1143.3,9.327
"KS","20075","Hamilton County",996.514,1.117
"KS","20077","Harper County",801.269,1.511
"KS","20079","Harvey County",539.756,0.967
"KS","20081","Haskell County",577.521,0.352
"KS","20083","Hodgeman County",859.992,0.319
"KS","20085","Jackson County",656.219,1.802
"KS","20087","Jefferson County",532.574,24.103
"KS","20089","Jewell County",909.781,4.579
"KS","20091","Johnson County",473.457,6.467
"KS","20093","Kearny County",870.543,0.438
"KS","20095","Kingman County",863.363,3.296
"KS","20097","Kiowa County",722.64,0.23
"KS","20099","Labette County",645.295,7.823
"KS","20101","Lane County",717.414,0.213
"KS","20103","Leavenworth County",463.139,5.805
"KS","20105","Lincoln County",719.396,1.061
"KS","20107","Linn County",594.064,12.331
"KS","20109","Logan County",1072.994,0.106
"KS","20111","Lyon County",847.478,7.939
"KS","20113","McPherson County",898.275,2.328
"KS","20115","Marion County",944.291,9.44
"KS","20117","Marshall County",900.178,4.924
"KS","20119","Meade County",978.088,1.258
"KS","20121","Miami County",575.662,14.594
"KS","20123","Mitchell County",701.792,17.367
"KS","20125","Montgomery County",643.528,7.954
"KS","20127","Morris County",695.278,7.61
"KS","20129","Morton County",729.731,0.196
"KS","20131","Nemaha County",717.426,2.011
"KS","20133","Neosho County",571.472,6.322
"KS","20135","Ness County",1074.738,0.258
"KS","20137","Norton County",878.044,3.252
"KS","20139","Osage County",705.518,14.327
"KS","20141","Osborne County",892.504,1.856
"KS","20143","Ottawa County",720.733,0.603
"KS","20145","Pawnee County",754.263,0.383
"KS","20147","Phillips County",885.872,8.685
"KS","20149","Pottawatomie County",841.02,20.889
"KS","20151","Pratt County",735.038,0.684
"KS","20153","Rawlins County",1069.416,0.16
"KS","20155","Reno County",1255.346,16.764
"KS","20157","Republic County",717.371,3.076
"KS","20159","Rice County",726.233,1.732
"KS","20161","Riley County",609.781,12.174
"KS","20163","Rooks County",890.538,4.619
"KS","20165","Rush County",717.763,0.21
"KS","20167","Russell County",886.26,13.176
"KS","20169","Saline County",720.228,1.085
"KS","20171","Scott County",717.585,0.118
"KS","20173","Sedgwick County",997.514,11.607
"KS","20175","Seward County",639.333,1.072
"KS","20177","Shawnee County",543.988,11.74
"KS","20179","Sheridan County",895.957,0.25
"KS","20181","Sherman County",1056.064,0.212
"KS","20183","Smith County",895.464,1.5
"KS","20185","Stafford County",792.046,2.871
"KS","20187","Stanton County",680.352,0.069
"KS","20189","Stevens County",727.264,0.18
"KS","20191","Sumner County",1181.624,3.331
"KS","20193","Thomas County",1074.687,0.111
"KS","20195","Trego County",889.476,10.148
"KS","20197","Wabaunsee County",794.299,5.321
"KS","20199","Wallace County",913.652,0.054
"KS","20201","Washington County",894.761,3.915
"KS","20203","Wichita County",718.566,0.024
"KS","20205","Wilson County",570.419,4.655
"KS","20207","Woodson County",497.82,7.433
"KS","20209","Wyandotte County",151.602,4.591
"KY","21001","Adair County",405.283,7.116
"KY","21003","Allen County",344.338,7.526
"KY","21005","Anderson County",201.833,2.437
"KY","21007","Ballard County",246.659,27.031
"KY","21009","Barren County",487.544,12.455
"KY","21011","Bath County",278.797,5.207
"KY","21013","Bell County",359,2.116
"KY","21015","Boone County",246.216,10.248
"KY","21017","Bourbon County",289.72,1.872
"KY","21019","Boyd County",159.867,2.155
"KY","21021","Boyle County",180.414,2.494
"KY","21023","Bracken County",205.612,3.335
"KY","21025","Breathitt County",492.414,2.854
"KY","21027","Breckinridge County",567.203,18.418
"KY","21029","Bullitt County",297.024,3.24
"KY","21031","Butler County",426.088,5.385
"KY","21033","Caldwell County",344.792,3.359
"KY","21035","Calloway County",385.023,25.673
"KY","21037","Campbell County",151.319,8.101
"KY","21039","Carlisle County",189.434,9.545
"KY","21041","Carroll County",128.57,8.745
"KY","21043","Carter County",409.496,2.626
"KY","21045","Casey County",444.233,1.503
"KY","21047","Christian County",717.506,6.536
"KY","21049","Clark County",252.464,2.692
"KY","21051","Clay County",469.247,1.839
"KY","21053","Clinton County",197.246,8.172
"KY","21055","Crittenden County",359.954,11.187
"KY","21057","Cumberland County",305.182,5.726
"KY","21059","Daviess County",458.366,18.208
"KY","21061","Edmonson County",302.885,5.119
"KY","21063","Elliott County",234.316,1.007
"KY","21065","Estill County",253.078,2.532
"KY","21067","Fayette County",283.647,1.9
"KY","21069","Fleming County",348.543,2.774
"KY","21071","Floyd County",393.347,2.359
"KY","21073","Franklin County",207.751,4.257
"KY","21075","Fulton County",205.931,24.743
"KY","21077","Gallatin County",98.34,6.378
"KY","21079","Garrard County",230.078,3.868
"KY","21081","Grant County",257.965,2.801
"KY","21083","Graves County",551.75,5.038
"KY","21085","Grayson County",498.632,12.399
"KY","21087","Green County",286.039,2.75
"KY","21089","Greenup County",344.452,9.998
"KY","21091","Hancock County",187.654,11.233
"KY","21093","Hardin County",623.298,6.835
"KY","21095","Harlan County",465.827,2.323
"KY","21097","Harrison County",306.364,3.497
"KY","21099","Hart County",412.479,5.372
"KY","21101","Henderson County",436.482,29.493
"KY","21103","Henry County",286.276,4.846
"KY","21105","Hickman County",242.274,10.765
"KY","21107","Hopkins County",541.996,12.419
"KY","21109","Jackson County",345.197,1.316
"KY","21111","Jefferson County",380.476,17.207
"KY","21113","Jessamine County",172.122,2.381
"KY","21115","Johnson County",261.958,2.177
"KY","21117","Kenton County",160.252,4.095
"KY","21119","Knott County",351.518,1.333
"KY","21121","Knox County",386.299,1.449
"KY","21123","Larue County",261.533,2.092
"KY","21125","Laurel County",433.958,9.737
"KY","21127","Lawrence County",415.595,4.473
"KY","21129","Lee County",208.857,2.4
"KY","21131","Leslie County",400.844,3.603
"KY","21133","Letcher County",337.914,1.119
"KY","21135","Lewis County",482.836,12.546
"KY","21137","Lincoln County",332.733,3.597
"KY","21139","Livingston County",313.129,29.205
"KY","21141","Logan County",552.132,4.899
"KY","21143","Lyon County",213.841,42.688
"KY","21145","McCracken County",248.747,19.423
"KY","21147","McCreary County",426.804,4.143
"KY","21149","McLean County",252.475,3.759
"KY","21151","Madison County",437.301,5.956
"KY","21153","Magoffin County",308.444,0.713
"KY","21155","Marion County",343.01,3.849
"KY","21157","Marshall County",301.266,38.904
"KY","21159","Martin County",229.616,0.99
"KY","21161","Mason County",240.128,6.285
"KY","21163","Meade County",305.424,19.079
"KY","21165","Menifee County",203.585,2.349
"KY","21167","Mercer County",248.832,4.479
"KY","21169","Metcalfe County",289.646,1.544
"KY","21171","Monroe County",329.373,2.683
"KY","21173","Montgomery County",197.367,1.49
"KY","21175","Morgan County",381.127,2.66
"KY","21177","Muhlenberg County",467.081,12.319
"KY","21179","Nelson County",417.513,6.563
"KY","21181","Nicholas County",195.169,1.662
"KY","21183","Ohio County",587.274,8.953
"KY","21185","Oldham County",187.233,9.201
"KY","21187","Owen County",351.108,3.139
"KY","21189","Owsley County",197.407,0.883
"KY","21191","Pendleton County",277.159,4.759
"KY","21193","Perry County",339.673,2.936
"KY","21195","Pike County",786.82,1.837
"KY","21197","Powell County",178.98,1.142
"KY","21199","Pulaski County",658.41,18.744
"KY","21201","Robertson County",99.913,0.187
"KY","21203","Rockcastle County",316.545,1.551
"KY","21205","Rowan County",279.818,6.447
"KY","21207","Russell County",253.657,29.218
"KY","21209","Scott County",281.77,3.663
"KY","21211","Shelby County",379.638,6.034
"KY","21213","Simpson County",234.203,2.262
"KY","21215","Spencer County",186.678,4.979
"KY","21217","Taylor County",266.337,10.487
"KY","21219","Todd County",374.497,2.56
"KY","21221","Trigg County",441.434,39.896
"KY","21223","Trimble County",151.648,4.569
"KY","21225","Union County",342.849,20.528
"KY","21227","Warren County",541.602,5.962
"KY","21229","Washington County",297.272,3.929
"KY","21231","Wayne County",458.183,25.98
"KY","21233","Webster County",331.944,3.712
"KY","21235","Whitley County",437.831,7.288
"KY","21237","Wolfe County",222.171,0.581
"KY","21239","Woodford County",188.829,3.207
"LA","22001","Acadia Parish",655.13,2.325
"LA","22003","Allen Parish",761.812,4.106
"LA","22005","Ascension Parish",289.974,12.817
"LA","22007","Assumption Parish",338.663,25.867
"LA","22009","Avoyelles Parish",832.381,33.346
"LA","22011","Beauregard Parish",1157.342,8.494
"LA","22013","Bienville Parish",811.281,10.79
"LA","22015","Bossier Parish",840.228,27.226
"LA","22017","Caddo Parish",878.52,58.069
"LA","22019","Calcasieu Parish",1064.305,29.965
"LA","22021","Caldwell Parish",529.425,11.304
"LA","22023","Cameron Parish",1284.885,651.788
"LA","22025","Catahoula Parish",708.028,31.393
"LA","22027","Claiborne Parish",754.878,12.538
"LA","22029","Concordia Parish",696.981,50.321
"LA","22031","De Soto Parish",876.405,18.166
"LA","22033","East Baton Rouge Parish",455.348,14.887
"LA","22035","East Carroll Parish",420.704,21.728
"LA","22037","East Feliciana Parish",453.403,2.375
"LA","22039","Evangeline Parish",662.378,17.246
"LA","22041","Franklin Parish",624.585,10.853
"LA","22043","Grant Parish",643.026,21.627
"LA","22045","Iberia Parish",574.111,456.417
"LA","22047","Iberville Parish",618.63,34.23
"LA","22049","Jackson Parish",569.19,11.087
"LA","22051","Jefferson Parish",295.632,346.405
"LA","22053","Jefferson Davis Parish",651.364,7.227
"LA","22055","Lafayette Parish",268.745,0.465
"LA","22057","Lafourche Parish",1068.327,400.617
"LA","22059","LaSalle Parish",624.684,37.709
"LA","22061","Lincoln Parish",471.742,0.733
"LA","22063","Livingston Parish",648.169,43.289
"LA","22065","Madison Parish",624.436,26.463
"LA","22067","Morehouse Parish",794.934,11.15
"LA","22069","Natchitoches Parish",1252.261,46.731
"LA","22071","Orleans Parish",169.421,180.425
"LA","22073","Ouachita Parish",610.406,21.345
"LA","22075","Plaquemines Parish",780.334,1786.887
"LA","22077","Pointe Coupee Parish",557.346,33.366
"LA","22079","Rapides Parish",1318.011,43.646
"LA","22081","Red River Parish",389.09,13.254
"LA","22083","Richland Parish",559.283,5.232
"LA","22085","Sabine Parish",866.659,144.911
"LA","22087","St. Bernard Parish",377.509,1777.696
"LA","22089","St. Charles Parish",277.722,119.194
"LA","22091","St. Helena Parish",408.408,1.08
"LA","22093","St. James Parish",241.539,16.281
"LA","22095","St. John the Baptist Parish",214.306,195.551
"LA","22097","St. Landry Parish",923.906,15.076
"LA","22099","St. Martin Parish",737.662,78.827
"LA","22101","St. Mary Parish",555.541,563.881
"LA","22103","St. Tammany Parish",845.682,249.896
"LA","22105","Tangipahoa Parish",791.312,52.772
"LA","22107","Tensas Parish",602.784,38.406
"LA","22109","Terrebonne Parish",1231.764,850.258
"LA","22111","Union Parish",876.977,28.426
"LA","22113","Vermilion Parish",1173.21,368.86
"LA","22115","Vernon Parish",1327.912,13.573
"LA","22117","Washington Parish",669.529,6.356
"LA","22119","Webster Parish",593.162,21.678
"LA","22121","West Baton Rouge Parish",192.392,11.429
"LA","22123","West Carroll Parish",359.646,0.921
"LA","22125","West Feliciana Parish",403.223,22.78
"LA","22127","Winn Parish",950.086,6.737
"ME","23001","Androscoggin County",467.932,29.189
"ME","23003","Aroostook County",6671.088,156.469
"ME","23005","Cumberland County",835.676,381.786
"ME","23007","Franklin County",1696.993,46.861
"ME","23009","Hancock County",1586.99,757.941
"ME","23011","Kennebec County",867.497,83.678
"ME","23013","Knox County",365.134,778.809
"ME","23015","Lincoln County",455.842,243.77
"ME","23017","Oxford County",2076.87,98.857
"ME","23019","Penobscot County",3397.185,159.852
"ME","23021","Piscataquis County",3960.9,417.138
"ME","23023","Sagadahoc County",253.979,116.051
"ME","23025","Somerset County",3924.378,169.073
"ME","23027","Waldo County",729.928,122.83
"ME","23029","Washington County",2562.686,694.985
"ME","23031","York County",990.78,278.931
"MD","24001","Allegany County",424.161,5.769
"MD","24003","Anne Arundel County",414.887,172.91
"MD","24005","Baltimore County",598.362,83.394
"MD","24009","Calvert County",213.197,131.877
"MD","24011","Caroline County",319.442,6.478
"MD","24013","Carroll County",447.6,5.091
"MD","24015","Cecil County",346.277,71.561
"MD","24017","Charles County",457.785,185.151
"MD","24019","Dorchester County",540.752,442.236
"MD","24021","Frederick County",660.449,6.966
"MD","24023","Garrett County",647.121,8.616
"MD","24025","Harford County",437.102,89.541
"MD","24027","Howard County",250.944,2.45
"MD","24029","Kent County",277.032,136.413
"MD","24031","Montgomery County",493.008,13.898
"MD","24033","Prince George's County",482.727,16.109
"MD","24035","Queen Anne's County",371.68,139.015
"MD","24037","St. Mary's County",357.401,406.85
"MD","24039","Somerset County",319.728,290.625
"MD","24041","Talbot County",268.541,208.266
"MD","24043","Washington County",457.766,9.577
"MD","24045","Wicomico County",374.417,25.791
"MD","24047","Worcester County",468.277,226.582
"MD","24510","Baltimore city",80.944,11.107
"MA","25001","Barnstable County",394.206,911.335
"MA","25003","Berkshire County",926.907,19.553
"MA","25005","Bristol County",553.085,138.05
"MA","25007","Dukes County",103.265,387.696
"MA","25009","Essex County",492.419,336.063
"MA","25011","Franklin County",699.213,25.312
"MA","25013","Hampden County",617.044,17.148
"MA","25015","Hampshire County",527.227,17.969
"MA","25017","Middlesex County",817.709,29.264
"MA","25019","Nantucket County",46.113,257.543
"MA","25021","Norfolk County",396.093,48.247
"MA","25023","Plymouth County",658.811,434.476
"MA","25025","Suffolk County",58.249,61.958
"MA","25027","Worcester County",1510.637,68.534
"MI","26001","Alcona County",674.575,1115.997
"MI","26003","Alger County",915.076,4132.658
"MI","26005","Allegan County",825.235,1008.053
"MI","26007","Alpena County",571.866,1123.061
"MI","26009","Antrim County",475.703,126.067
"MI","26011","Arenac County",363.191,317.499
"MI","26013","Baraga County",898.269,170.504
"MI","26015","Barry County",553.094,23.947
"MI","26017","Bay County",442.302,188.414
"MI","26019","Benzie County",319.704,539.862
"MI","26021","Berrien County",567.751,1013.721
"MI","26023","Branch County",506.378,13.297
"MI","26025","Calhoun County",706.277,12.076
"MI","26027","Cass County",490.101,18.217
"MI","26029","Charlevoix County",416.344,974.12
"MI","26031","Cheboygan County",715.265,170.119
"MI","26033","Chippewa County",1558.43,1139.959
"MI","26035","Clare County",564.335,11.004
"MI","26037","Clinton County",566.409,8.149
"MI","26039","Crawford County",556.282,6.96
"MI","26041","Delta County",1171.094,820.232
"MI","26043","Dickinson County",761.401,15.65
"MI","26045","Eaton County",575.178,4.255
"MI","26047","Emmet County",467.526,414.471
"MI","26049","Genesee County",636.964,12.623
"MI","26051","Gladwin County",501.784,14.145
"MI","26053","Gogebic County",1101.864,374.5
"MI","26055","Grand Traverse County",464.343,136.972
"MI","26057","Gratiot County",568.462,3.149
"MI","26059","Hillsdale County",598.149,8.857
"MI","26061","Houghton County",1009.083,492.417
"MI","26063","Huron County",836.08,1300.723
"MI","26065","Ingham County",556.121,4.591
"MI","26067","Ionia County",571.305,8.742
"MI","26069","Iosco County",549.116,1340.941
"MI","26071","Iron County",1166.136,45.073
"MI","26073","Isabella County",572.677,5.004
"MI","26075","Jackson County",701.667,21.83
"MI","26077","Kalamazoo County",562.196,18.101
"MI","26079","Kalkaska County",559.871,10.835
"MI","26081","Kent County",847.669,24.275
"MI","26083","Keweenaw County",540.112,5426.154
"MI","26085","Lake County",567.515,6.765
"MI","26087","Lapeer County",644.192,18.653
"MI","26089","Leelanau County",347.186,2185.004
"MI","26091","Lenawee County",749.56,11.849
"MI","26093","Livingston County",565.137,20.27
"MI","26095","Luce County",899.08,1013.408
"MI","26097","Mackinac County",1021.94,1078.691
"MI","26099","Macomb County",479.115,91.734
"MI","26101","Manistee County",542.166,738.398
"MI","26103","Marquette County",1808.489,1615.976
"MI","26105","Mason County",495.075,747.367
"MI","26107","Mecosta County",555.071,16.123
"MI","26109","Menominee County",1044.032,294.13
"MI","26111","Midland County",516.257,11.811
"MI","26113","Missaukee County",564.728,9.102
"MI","26115","Monroe County",549.424,130.594
"MI","26117","Montcalm County",705.396,15.431
"MI","26119","Montmorency County",546.663,15.989
"MI","26121","Muskegon County",500.023,960.001
"MI","26123","Newaygo County",815.664,46.025
"MI","26125","Oakland County",867.457,39.835
"MI","26127","Oceana County",512.138,793.812
"MI","26129","Ogemaw County",563.492,11.46
"MI","26131","Ontonagon County",1311.321,2429.543
"MI","26133","Osceola County",566.429,6.667
"MI","26135","Oscoda County",565.739,5.843
"MI","26137","Otsego County",514.993,11.196
"MI","26139","Ottawa County",563.579,1067.831
"MI","26141","Presque Isle County",658.716,1914.035
"MI","26143","Roscommon County",519.637,60.395
"MI","26145","Saginaw County",800.46,15.506
"MI","26147","St. Clair County",721.185,115.321
"MI","26149","St. Joseph County",500.602,20.43
"MI","26151","Sanilac County",962.57,627.371
"MI","26153","Schoolcraft County",1171.365,712.615
"MI","26155","Shiawassee County",530.779,10.168
"MI","26157","Tuscola County",803.37,110.541
"MI","26159","Van Buren County",607.783,482.115
"MI","26161","Washtenaw County",705.96,16.459
"MI","26163","Wayne County",612.015,60.664
"MI","26165","Wexford County",565.002,10.463
"MN","27001","Aitkin County",1821.735,173.567
"MN","27003","Anoka County",422.974,23.101
"MN","27005","Becker County",1315.125,130.058
"MN","27007","Beltrami County",2504.694,550.703
"MN","27009","Benton County",408.297,4.744
"MN","27011","Big Stone County",499.028,29.089
"MN","27013","Blue Earth County",747.827,17.781
"MN","27015","Brown County",611.068,7.176
"MN","27017","Carlton County",861.325,13.951
"MN","27019","Carver County",354.19,21.918
"MN","27021","Cass County",2021.469,392.53
"MN","27023","Chippewa County",581.109,6.654
"MN","27025","Chisago County",414.909,27.474
"MN","27027","Clay County",1045.298,7.333
"MN","27029","Clearwater County",999.004,30.79
"MN","27031","Cook County",1452.37,1887.245
"MN","27033","Cottonwood County",639.944,8.617
"MN","27035","Crow Wing County",998.377,158.178
"MN","27037","Dakota County",562.438,24.385
"MN","27039","Dodge County",439.278,0.309
