"ID" "year" "host" "country" "temp" "precipitation" "elevation" "gold" "silver" "bronze" "population" "GDP" "participate" "medals" "athletes" "time"
"135" 14 1994 0 "Bosnia and Herzegovina " 38.7 68 2386 0 0 0 3.659409 0.0343 1 0 10 5
"136" 14 1998 0 "Bosnia and Herzegovina " 38.7 68 2386 0 0 0 3.640821 0.1131 1 0 8 6
"137" 14 2002 0 "Bosnia and Herzegovina " 38.7 68 2386 0 0 0 3.897579 0.1707 1 0 2 7
"138" 14 2006 0 "Bosnia and Herzegovina " 38.7 68 2386 0 0 0 3.875157 0.32 1 0 6 8
"139" 14 2010 0 "Bosnia and Herzegovina " 38.7 68 2386 0 0 0 3.845929 0.4362 1 0 5 9
"140" 14 2014 0 "Bosnia and Herzegovina " 38.7 68 2386 0 0 0 3.833916 0.32 1 0 5 10
"141" 15 1980 0 "Brazil " 71.2 40 2994 0 0 0 121.740438 0.1931 0 0 0 1
"142" 15 1984 0 "Brazil " 71.2 40 2994 0 0 0 133.364277 0.1567 0 0 0 2
"143" 15 1988 0 "Brazil " 71.2 40 2994 0 0 0 144.452622 0.2287 0 0 0 3
"144" 15 1992 0 "Brazil " 71.2 40 2994 0 0 0 154.597985 0.2526 1 0 7 4
"145" 15 1994 0 "Brazil " 71.2 40 2994 0 0 0 159.432909 0.3426 1 0 1 5
"146" 15 1998 0 "Brazil " 71.2 40 2994 0 0 0 169.472347 0.4979 1 0 1 6
"147" 15 2002 0 "Brazil " 71.2 40 2994 0 0 0 179.393768 0.2811 1 0 10 7
"148" 15 2006 0 "Brazil " 71.2 40 2994 0 0 0 188.134315 0.5788 1 0 10 8
"149" 15 2010 0 "Brazil " 71.2 40 2994 0 0 0 195.210154 1.0978 1 0 5 9
"150" 15 2014 0 "Brazil " 71.2 40 2994 0 0 0 198.656019 0.5788 1 0 13 10
"151" 16 1980 0 "British Virgin Islands" 79 74.2 521 0 0 0 121.740438 0.1931 0 0 0 1
"152" 16 1984 0 "British Virgin Islands" 79 74.2 521 0 0 0 NA 0.1567 1 0 1 2
"153" 16 1988 0 "British Virgin Islands" 79 74.2 521 0 0 0 144.452622 0.2287 0 0 0 3
"154" 16 1992 0 "British Virgin Islands" 79 74.2 521 0 0 0 154.597985 0.2526 0 0 0 4
"155" 16 1994 0 "British Virgin Islands" 79 74.2 521 0 0 0 159.432909 0.3426 0 0 0 5
"156" 16 1998 0 "British Virgin Islands" 79 74.2 521 0 0 0 169.472347 0.4979 0 0 0 6
"157" 16 2002 0 "British Virgin Islands" 79 74.2 521 0 0 0 179.393768 0.2811 0 0 0 7
"158" 16 2006 0 "British Virgin Islands" 79 74.2 521 0 0 0 188.134315 0.5788 0 0 0 8
